Actor Names,Country,Actor Details,Likes
Yeom Hye Ran,South Korean,"Yeom Hye Ran is a South Korean actress. Yeom began her career in theater in 1999 and made her screen debut in 2003. She has since played supporting roles in film and television, notably Dear My Friends (2016), I Can Speak (2017), Life (2018), When the Camellia Blooms, Chocolate (2019-2020), and Innocent…",699
Lee Seo Won,South Korean,"Lee Seo Won is a former South Korean actor. He graduated from high school in 2015 and made his acting debut the same year. After a two-year break in 2017, Lee entered Sejong University as a film major and now belongs to Blossom Entertainment. On May 16, 2018, news broke that Lee was charged with sexual…",698
Yoo Jun,South Korean,"Yoo Jun, born in Gimpo, Gyeonggi as Hong Tae Ui, is a South Korean actor and model currently under Starhaus Entertainment. In 2009, he made his debut as an advertising model and made his acting debut in the 2012 tvN series ""Yellow Boots"". He is attending ChungAng University in the Department of Performance…",698
Jelly Lin,Chinese,"Lin Yun, or Jelly Lin, is an actor born Fei Xia in Huzhou City, Zhejiang Province, China. She graduated from the Performing Arts School in Beijing. In 2016, Lin Yun officially entered the entertainment industry with a starring role in ""The Mermaid"" (美人鱼). For her work, she won the Best New Actor…",696
Kim Yong Ji,South Korean,"Kim Yong Ji is a South Korean actress represented by BH Entertainment. She was born in Ansan-si, South Korea but later moved to Canada at a young age and lived there for three years. She graduated from the Seoul National University of Arts and made her debut in 2015 through commercials and beauty magazines.…",696
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Kim Kang Woo,South Korean,Kim Kang Woo is a South Korean actor. He made his acting debut in the 2002 film “The Coast Guard” while he was still in his last year at Chung-Ang University. He earned the nickname “Mr. Right” with his subsequent roles in the television dramas “Breathless” (2003) and “Three Leafed Clover”…,695
Ra Mi Ran,South Korean,"Ra Mi Ran is a South Korean actress and television personality. In 2016, she was a cast member of KBS2's 'Sister's Slam Dunk' (Season 1). Before making her film debut in 'Lady Vengeance' (2005), Ra Mi-ran spent years acting in theater. Afterwards, she appeared in more than 40 films but did not receive…",695
Uhm Tae Goo,South Korean,"Uhm Tae Goo is a South Korean actor who made his acting debut in 2007. He graduated from the Film Department of Konkuk University in Seoul. He has been a supporting actor in many movies and has won awards for his performance in films ""The Age of Shadows"", ""The Great Battle"", and ""My Punch-Drunk Boxer"".…",695
Chen Xiang,Chinese,"Chen Xiang (English name: Sean), born in Tianshui, Gansu Province, is a Chinese singer-actor. He graduated from Sichuan Culture and Art Institute and debuted in 2010 after winning the Chengdu singing district championship and fifth place in the national finals of the Hunan Satellite TV entertainment…",694
Kang Seung Yoon,South Korean,"Kang Seung Yoon is a South Korean male singer and actor. He took part in Superstar K2 and finished in fourth place. In January 2011, he signed as a trainee for YG Entertainment. Kang reportedly learned guitar in the eighth grade. He graduated from Busan High School of the Arts in 2012. He is the leader…",690
Qin Lan,Chinese,"Lan Qin is a Chinese actress, model, and singer, born on Friday, July 17, 1979, in Shenyang, Liaoning, China. Qin won a Golden Award in the Advertisement Model category of the 1999 National Nominate Newcomer Competition. In February 2003, when Taiwanese writer Chiung Yao and her team were holding auditions…",690
Winwin,Chinese,"Winwin is a Chinese singer, actor and dancer. He was born in Wenzhou, Zhejiang, China. He is a member of SM Entertainment's boy group NCT, and its subunits NCT U, NCT 127, and WayV. He graduated from the historic Affiliated Secondary School of the Beijing Dance Academy, where he majored in Chinese traditional…",690
Fan Bing Bing,Chinese,"Fan Bingbing is a Chinese actress, singer, and producer. Fan has received awards from the Tokyo International Film Festival, Beijing College Student Film Festival, Golden Horse Film Festival, and Hundred Flowers Awards, among others. She was ranked first on the ""50 Most Beautiful People in China"" list…",689
Bang Chan,Australian,"Christopher Chahn Bahng, known professionally as Bang Chan, is an Australian singer, dancer and member of STRAY KIDS (스트레이 키즈). He was born in South Korea but moved to Sydney during his childhood. He returned in 2010 to become a trainee and graduated from Cheongdam High School. He participated…",688
Gun Napat Na Ranong,Thai,"Aside from being an actor, Gun works mainly as a model for both catwalks and fashion magazines. He's also a member of the project group ""TEMPT"", which debuted 2019, releasing their first single called ""Tell Me Is This Love"" on July 24th.",685
Roy Chiu,Taiwanese,"Roy Chiu is a Taiwanese actor, race car driver, singer, and former volleyball player born in Taipei, Taiwan. He first entered the Taiwanese entertainment industry in 2001 but withdrew due to difficulties adjusting. He returned in 2008 and resumed his entertainment career. His parents divorced when he…",684
Park Ji Bin,South Korean,"Park Ji Bin is a South Korean actor. He began his career as a child actor. Park enlisted in the military on May 26, 2015, and has been discharged on February 25, 2017.

(Source: Wikipedia)",682
Lee Joo Bin,South Korean,"Lee Joo Bin is a South Korean actor and model under ANDMARQ Studio Agency (앤드마크). She studied at Dongduk Women’s University in Seoul. In 2017, Joo Bin made her drama debut in “Whisper” (귓속말) as well as her movie debut in “The Chosun Farmers’ Dictionary.” (Source: MyDramaList)",681
Seto Koji,Japanese,Seto Koji is a Japanese actor and singer. He's a member of the acting troupe D-BOYS. His childhood dream of becoming a vet changed suddenly with the end of his Junior High School time when he watched the TV series Orange Days. The praised drama and performance by Tsumabuki Satoshi inspired his wish…,680
Jin Kyung,South Korean,"Jin Kyung is a South Korean actress under YG Entertainment. Jin made her stage debut in 1998 and spent ten years in theater, before becoming active in film and television. She won Best Supporting Actress at the 50th Baeksang Arts Awards for surveillance thriller Cold Eyes (2013). Jin Kyung revealed…",680
Sebrina Chen,Chinese,"Chen Yao (English name: Sebrina) is a Chinese actress born in Panzhihua, Sichuan Province. In 2014, while still studying at the Beijing Film Academy, she participated in her first TV series ""Go! Goal! Fighting!"" released in 2016. She formerly entered showbiz in 2015 with her acting debut in the fantasy…",680
Peng Yu Chang,Chinese,"Peng Yuchang was born in Xinyu, Jiangxi Province, China. He studied at the Shanghai Theatre Academy in 2012, majoring in puppetry. Born on October 25, 1994, he made his acting debut in the 2015 television drama “Go Princess Go.” as Eunuch Qiang. In 2016, he starred in a Chinese teen web drama Stardom,…",679
JJ Chayakorn Jutamas,Thai,"""JJ"" Chayakorn Jutamas is an artist under GMMTV (จีเอ็มเอ็มทีวี). He's the twin brother of actor ""AJ"" Chayapol Jutamas. In 2023, he graduated with a major in Cyber Business Management from Srinakharinwirot University's College of Social Communication Innovation. In 2018,…",679
KUN,Chinese,"Cai Xu Kun is a Chinese singer, songwriter, and rapper. When he was younger, he was allowed to join the boy group TFboys, but his parents decided it was better for him to focus on his studies because of his youth. In 2015, he rose to fame after participating in the Chinese-Korean survival show Super…",678
Nomura Shuhei,Japanese,"Nomura Shuhei is a Japanese actor from Kobe City, Hyogo Prefecture. He belongs to Amuse. He is a quarter Chinese because of his half-Chinese mother. His debut role was in the 2010 TV series ""Shinsengumi: Peace Maker"". Prior to his debut in the entertainment world, he was active as a snowboarder and…",673
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Fan Shi Qi,Chinese,"Adrian Fan, born Fan Shi Qi, is a Chinese actor and singer. He was a contestant on ""The Voice China"" and won a few variety show singing competitions. He later signed with a record label. In 2011, Adrian made his acting debut in the 2011 series, ""They Are Flying"".",670
Jang Young Nam,South Korean,"Jang Young Nam is a South Korean actress under JAM Entertainment. She began her career as an acclaimed actress in theater, then transitioned to supporting roles on television and film, notably in works by director Jang Jin. A member of Jang Jin's Division, she regularly appears in his films and theater…",670
Saitoh Takumi,Japanese,"Saitoh Takumi is a Japanese model, actor, photographer, director, screenwriter, and producer born in Tokyo, Japan. He has also previously performed as a singer. He displayed some of his talents in music in 2006 when he acted and sang in ""Musical: The Prince of Tennis"". Then, in 2007, he released his…",668
Wu Xuan Yi,Chinese,"Wu Xuan Yi, born in Haikou, Hainan, is a Chinese singer and actress. She first debuted as a member of the South Korean girl group WJSN in 2016 under Starship Entertainment. She is also a former member of Rocket Girls 101 (火箭少女101), which debuted in June 2018 and disbanded in July 2020, a group…",668
Narimiya Hiroki,Japanese,"Narimiya Hiroshige, better known as Narimiya Hiroki, is a former Japanese actor. He was born and raised in Tokyo. His parents divorced when he was young, and in his third year of junior high school, his mother died, and he raised his brother by dropping out of school, taking on part-time jobs, and paid…",667
Yoon Phusanu Wongsavanischakorn,Thai,"Phusanu Wongsasavanichakorn, nicknamed Yoon, is a Thai actor. He attended the Rajamangala University of Technology and graduated from the faculty of Business Administration. Yoon is best known for playing the lead role in the sitcom 'YYY' (2020) alongside Talay Sanguandikun (Lay) which aired on Line…",667
Song Kang Ho,South Korean,"Song Kang Ho first worked in plays entering a troupe and started working in film as supporting actor and minor roles that most people even couldn't notice. He caught his breakthrough chance in 'Green Fish' as a supporting role with major impact. In 'No. 3', he actually created a syndrome from his role,…",666
Lim Ji Sub,South Korean,"Lim Ji Sub, born in Seoul, is a South Korean actor under Fantagio. He made his acting debut in the 2019 web drama ""Do With All Your Heart Today."" 

(Source: MyDramaList)",666
