Actor Names,Country,Actor Details,Likes
Justin Li,Chinese,"Li Jun Feng (English name: Justin), born in Jiangsu Province, is a Chinese actor. He graduated from the Art Academy in Nanjing.",91
Tony,Canadian,"Tony is a Chinese-Canadian singer represented by Astro Music. He was a trainee for eight months under Hongyi Entertainment prior to his appearance as a contestant on the South Korean boy group survival reality show Produce X 101, where he ranked 20th. After the show, Tony started vlogging and releasing…",91
Kun Kittikun Tansuhas,Thai,"Kittikun Tansuhas, nicknamed Kun, is a Thai model. He was a contestant in 'The Face Men Thailand Season 1'.",91
Li Xiao Lu,Chinese,"Li Xiao Lu is a Golden Horse award-winning Chinese actress, best known for her role in Joan Chen's directing debut Xiu Xiu: The Sent Down Girl. Li was born in Beijing, China. She was married to actor Jia Nai Liang from 2012-2019. They have a daughter.",90
Aum Patchrapa Chaichua,Thai,"Aum Patchrapa Chaichua is a Thai actress, model, and a host. She entered the entertainment industry in 1997 after she won a beauty talent contest called HACKS. Aum won the 2003 TOP Award for Best Leading Actress. She won her second TOP Award in 2005. Besides her talent in acting, Patchrapa was voted…",90
Narumi Riko,Japanese,"Narumi Riko, born in Yokohama, Kanagawa Prefecture, is a Japanese actress and fashion model. She was born Tsukamoto Riko. She grew up in Kawasaki. Her special talents include playing the piano and guitar.

Her nickname is Rikopin was given to her on a Japanese radio program.",90
Hasegawa Hiroki,Japanese,"Hasegawa Hiroki is a Japanese actor from Tokyo. His nickname is ""Hasehiro"". He is affiliated with Hirata Office. He graduated from the Faculty of Letters of Chuo University; and worked part time at Magazine House publishing. In 2001 he joined the Bungakuza literary arts theater institute as a part of…",90
Baba Ryoma,Japanese,Known for his role as Tezuka in the Prince of Tennis Musicals and as Misu Arata in the Takumi-kun movie series. He will be starring in 36th season of Super Sentai as Blue Buster – Ryuji Iwasaki,90
Daniel Zhang,Chinese,Daniel is a mainland actor.,90
Alex Rendell,Thai,"Alex Rendell is an English-Thai actor and singer. He has starred in films such as The Tesseract, Indiana Joai: Elephant Cemetery, Pisaj and 13 Beloved. He was born in Jakarta, Indonesia and moved to Bangkok, Thailand when he was 4 years old. Rendell began his acting career aged 4. He graduated from…",90
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Bong Tae Kyu,South Korean,Bong Tae Gyu is a South Korean actor. He made his acting debut in the 2000 film “Tears” and has won numerous acting awards for his work. He has enjoyed a prolific career mostly in films and also starred in the television drama “Return” (2018). Bong Tae Gyu also joined the cast of the family…,90
Ter Chantavit Dhanasevi,Thai,"Chantavit Dhanasevi is a Thai actor, director, and screenwriter. He studied at Chulalongkorn University and graduated with a Bachelor's degree in Communication Arts majoring in Film and Photography. He was under GMM Tai Hub (GTH) from 2006 to 2015 and Nadao Bangkok from 2016 to 2022. After graduation,…",90
Jung  Soo Young,South Korean,"Jung Soo-young is a South Korean actress and model. She is best known for her role in the drama Second to Last Love as Go Sang-hee.

Personal Life: Jung is married to Shim Jae-rim who is also an actor.",90
Kim Seo Kyung,South Korean,"Kim Seo Kyung (real name: Kim Hyun Joong) is a South Korean actor. He made is debut in 2011 in the movie ""Always"" by Song Il Gon . He is signed under StoryJCompany.",90
Sasaki Kuranosuke,Japanese,"Sasaki Kuranosuke is a Japanese actor born in 1968 as the second son of the Katsuya Sasaki, the only remaining sake brewery in Kyoto. He is a graduate of Notre Dame Gakuin Elementary School, Kyoto City Nijo Junior High School, and Rakunan High School. In 1988, in order to succeed the family business,…",90
Tao Sarocha Watittapan,Thai,"""Tao"" Sarocha Watittapan is an actor, model and emcee from Bangkok. 

Tao is best known for her roles in the lakorns ""Muer Mok Salai"" and ""Ngao Morana."" From 2003 to 2010, she was signed with Channel 3 before becoming a freelance actor. 

(Source: MyDramaList)",90
Jo Hyun Shik,South Korean,,90
Matsumura Sayuri,Japanese,"Matsumura Sayuri is a Japanese idol singer and a former member of the group Nogizaka46, which she left on April 15, 2021.",90
Hu Ke,Chinese,"Hu Ke is a Chinese actress and host born in Jiaxing, Zhejiang. She graduated in 1998 from the Communication University of China, majoring in broadcasting and hosting. After graduation, she became an intern at Phoenix TV film station. Her popularity spiked after hosting programs such as ""Huan Le Zong…",90
Jo Yong,South Korean,,90
Ayanga,Chinese,"Ayanga is a Chinese actor, singer, and songwriter of Mongolian ethnicity. He's known for being the 2nd runner up in ""Singer 2019"" and being a regular member of the singing show ""Our Songs"". Ayanga was born and raised in Ordos City, Inner Mongolia Autonomous Region. His parents were sheepherders and…",90
DK,South Korean,"Kim Dong Hyuk, better known on stage as DK and formerly known as Donghyuk, is the main dancer and vocalist in K-pop group iKON. iKON first debuted as a seven-member group under YG Entertainment in 2015. In 2019, the group’s then-leader B.I left both iKON and the agency. On December 30, 2022, all members…",90
Lee Seung Hoon,South Korean,"Lee Seung Hoon is a member of the k-pop boy band Winner under YG Entertainment which debut on August 17, 2014. Prior to his debut, he finished fourth place in Season 1 of the television singing contest K-pop Star. He enlisted on April 16, 2020 and was discharged on January 15, 2022. All members of Winner…",90
Lee Woo Je,South Korean,"Lee Woo Je is a South Korean actor who is represented by YG Entertainment.

(Source: KProfiles)",90
Lee Kwang Hee,South Korean,Lee Kwang Hee is a South Korean model and actor.,90
Park Shin Woo,South Korean,"Park Shin Woo is a South Korean director and creator. He is known for ""It's Okay to Not Be Okay"" and ""Lovestruck in the City"".",90
Captain Pheerawit Kollkang,Thai,"""Captain"" Pheerawit Koolkang is an actor. He was signed with GMMTV after winning their star search competition, ""Gen Wire Guy & Girl 2018"" along with ""Prigkhing"" Sureeyares Yakares. 

(Source: MyDramaList)",90
Zhang Jing Tong,Chinese,She is a Chinese actress and TV host who graduated from the Radio and Television University.,90
Lee Kyung Min,South Korean,Lee Kyung Min is a South Korean actor.,90
Ke Nai Yu,Chinese,"Ke Nai Yu is a Chinese actress. In 2018, she made her debut in the workplace inspirational emotional drama ""Romantic Stars"".",90
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
KB,South Korean,"KB is a South Korean rapper of the boy group, OnlyOneOf under 8D Entertainment. They debuted on May 28, 2019, with their first mini-album Dot Point Jump.",90
Yamashita Mizuki,Japanese,"Yamashita Mizuki is a member of Nogizaka46's 3rd Generation, also currently a fashion magazine ""CanCam"" exclusive model.

On February 17, 2024, she announced her graduation from the group. She graduated from the group after her graduation concert on May 11 and 12, 2024 at Tokyo Dome.",90
Kurokawa Souya,Japanese,"Kurokawa Souya is a Japanese child actor from Saitama. He belongs to the talent agency TACHI, PRO.

(Source: Wikipedia JP)",90
Kim Chiu,Filipino,"Kim Chiu is a Filipina actress, model, host, singer, dancer, and vlogger. She is currently managed and under contract with Star Magic, ABS-CBN's home-based talent agency. Kim made her acting debut in the anthology series “Love Spell Presents: It's Christmas, My Santa” (Pasko Na, Santa Ko). For her…",90
Tonkhao Chayuth Nitichakorn,Thai,"Chayuth Nitichakorn, nicknamed Tonkhao, is a Thai actor.",90
Konishi Eito,Japanese,"Konishi Eito is a Japanese model, YouTuber, and actor. He began appearing in stage plays in 2019. Also, in 2019, he began broadcasting on YouTube’s Ultra Teens Channel.",90
Kim Hyun Jae,South Korean,Kim Hyun Jae is a South Korean model and actor.,90
Tack Phongsakorn Sukiang,Thai,"""Tack"" Phongsakorn Sukiang is a Thai actor under Idol Factory (ไอดอลแฟคทอรี่). He studies digital marketing at the University of the Thai Chamber of Commerce's Faculty of Business Administration. 

(Source: MyDramaList)",90
Yoo Il,South Korean,"Yoo Il is the oldest member of 5urprise (서프라이즈), a five member actor group that branch out into music, CFs, and variety shows. Yoo Il's hobbies include fitness, fishing, going to movies, watching dramas and wakeboarding. Bloodtype: B; Height: 178cm (5'10""). He made his debut through the web…",89
Yonehara Kousuke,Japanese,Yonehara Kousuke is a member of boys idol group RUN&GUN.,89
Aaron Kwok,Hong Konger,"Kwok Fu Shing (English name: Aaron) is a Hong Kong singer, dancer, and actor. Active since the 1980s, Kwok is considered one of the ""Four Heavenly Kings"" of Hong Kong. Kwok's onstage dancing and displays are influenced by Michael Jackson. While most of his songs are in the dance-pop genre, he has experimented…",89
Yang Ik Jun,South Korean,"Yang Ik June has won awards celebrating his acting and directing. These include ""Best Male Performance"", ""High Commendation (Best Performance by an Actor)"", ""Best New Actor"" and ""Discovery Award"" all of which are for his movie ""Breathless"".",89
Akk Akarat Nimitchai,Thai,"""Akk"" Akarat Nimitchai is a Thai actor. In 2009, he was the eighth member of the boy boand Gentle Boys Institute (GI) Supaburut. 

(Source: MyDramaList)",89
Rui Wei Hang,Chinese,"Rui Wei Hang (English name: Yvon), born in Dandong, Liaoning Province, is a Chinese actor. He graduated from the Class of 2010 Performance Department of Beijing Film Academy. His acting career kicked off in April 2010 with his role as Ming Dynasty emperor Zhu Yunqi in the costume-solving TV series ""Hongwu…",89
Lee Hae Young,South Korean,"Lee Hae Young is a South Korean actor. He has been active in the industry since 1989. He graduted from the Department of Theater from Seoul Institute of the Arts. He is currently under Digital Chatter.

(Source: Viki, NamuWiki)",89
Jang Yoon Ju,South Korean,"Jang Yoon Ju is a South Korean model, television personality, singer-songwriter and actress. Jang began modelling in 1997 when she was 17 years old, and became one of the most successful Korean fashion models, with a career spanning almost two decades. She also hosts ""Korea's Next Top Model"" and won…",89
Mac Nattapat Nimjirawat,Thai,"Nattapat Nimjirawat, nicknamed Mac, is a Thai actor. He is known from the drama Thong Nuea Kao in 2013. He is the younger brother of Mind Naphatthanan Nimjirawat.",89
Zhao Xiao Tang,Chinese,"Zhao Xiao Tang (English name: Lana Zhao) is a Chinese idol and actress. She's mostly known for being a participant in the idol survival show Youth With You, where she made it to the debuting group ""THE9"", ending up in rank 7th in the final ranking.",89
Yeon Je Hyung,South Korean,Yeon Je Hyung is a South Korean actor.,89
Shotaro,Japanese,"Shotaro Osaki, known simply as Shotaro, is a Japanese singer, dancer, former member of NCT (participated in the sub-unit NCT U) and current member of RIIZE (short for ""Rise & Realize""). Before debuting, he was a student EXPG Studio in Japan and he sent his audition tape to SM Entertainment and was accepted,…",89
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Elena An,Russian,"Elena An is a Russian actress and model based in Korea. Her mother is Russian and her dad is Korean. After attending high school in Russia, she moved to Seoul to study Korean and work as a model for several brands such as SON&PARK cosmetics. She is active in Japan too. Recently, she was in this cosmetic…",89
Li Qi Ge,Chinese,Li Qi Ge is a Chinese actor.,89
Mark Vachara Promma,Thai,"""Mark"" Vachara Promma is an actor, singer, and doctoral student with a master's degree from Dhurakij Pundit University. He's an artist under Handsome Entertainment. 

(Source: MyDramaList)",89
